sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source
02,audio,3,40,44,0.002370806410908699,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\02.mp4,attachment4_video,,,,,0.0,,
02,vision,1,15,19,0.015713341534137726,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\02.mp4,attachment4_video,,,,,0.0,,
02,vision,2,25,29,0.010338066145777702,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\02.mp4,attachment4_video,,,,,0.0,,
02,vision,3,35,39,0.010310612618923187,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\02.mp4,attachment4_video,,,,,0.0,,
03,text,1,45,49,0.17647972702980042,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,2,0,4,0.1346713900566101,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,3,10,14,0.11499152332544327,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,audio,1,0,4,0.14128378033638,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
03,audio,2,35,39,0.04105575755238533,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
03,audio,3,45,49,0.040529537945985794,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
03,vision,1,20,24,0.08935408294200897,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
03,vision,2,10,14,0.08456484228372574,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
03,vision,3,35,39,0.07932402938604355,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\03.mp4,attachment4_video,,,,,0.0,,
04,text,1,15,19,0.11707933992147446,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,2,35,39,0.06128086522221565,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,3,0,4,0.03012961894273758,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,audio,1,5,9,0.11967572569847107,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
04,audio,2,35,39,0.05107755586504936,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
04,audio,3,45,49,0.05021879822015762,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
04,vision,1,20,24,0.08562567830085754,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
04,vision,2,10,14,0.0349271185696125,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
04,vision,3,30,34,0.02800266444683075,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\04.mp4,attachment4_video,,,,,0.0,,
05,text,1,10,14,0.17587581276893616,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,2,45,49,0.08917631953954697,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,3,20,24,0.08179852366447449,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,audio,1,5,9,0.012598324567079544,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
05,audio,2,15,19,0.01118469052016735,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
05,audio,3,25,29,0.001476435805670917,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
05,vision,1,5,9,0.03118591010570526,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
05,vision,2,20,24,0.01375868171453476,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
05,vision,3,40,44,0.0136036965996027,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\05.mp4,attachment4_video,,,,,0.0,,
06,text,1,5,9,0.08361387252807617,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,2,40,44,0.04123588278889656,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,3,30,34,0.02530430443584919,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,audio,1,10,14,0.06392555683851242,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
06,audio,2,45,49,0.0563507005572319,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
06,audio,3,35,39,0.054979272186756134,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
06,vision,1,40,44,0.07766019552946091,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
06,vision,2,15,19,0.046261101961135864,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
06,vision,3,5,9,0.029249858111143112,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\06.mp4,attachment4_video,,,,,0.0,,
07,text,1,0,4,0.07511729747056961,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,2,15,19,0.05685184523463249,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,3,45,49,0.0549742765724659,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,audio,1,45,49,0.06556416302919388,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
07,audio,2,0,4,0.05990982800722122,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
07,audio,3,15,19,0.059469014406204224,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
07,vision,1,25,29,0.02898159809410572,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
07,vision,2,5,9,0.02873043343424797,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
07,vision,3,45,49,0.022353673353791237,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\07.mp4,attachment4_video,,,,,0.0,,
08,text,1,0,4,0.18456828594207764,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,2,45,49,0.0631018728017807,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,3,20,24,0.051982566714286804,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,audio,1,5,9,0.03836499899625778,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
08,audio,2,15,19,0.013064589351415634,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
08,audio,3,30,34,0.012964068911969662,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
08,vision,1,0,4,0.00931162852793932,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
08,vision,2,10,14,0.007493944372981787,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
08,vision,3,25,29,0.00424622930586338,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\08.mp4,attachment4_video,,,,,0.0,,
09,text,1,35,39,0.1350611448287964,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,2,0,4,0.07985861599445343,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,3,20,24,0.07343177497386932,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,audio,1,15,19,0.16895455121994019,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
09,audio,2,0,4,0.06161170080304146,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
09,audio,3,25,29,0.05776018649339676,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
09,vision,1,10,14,0.10194537043571472,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
09,vision,2,35,39,0.050035279244184494,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
09,vision,3,20,24,0.04964208975434303,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\09.mp4,attachment4_video,,,,,0.0,,
10,text,1,0,4,0.09860789030790329,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,2,45,49,0.07360875606536865,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,3,30,34,0.04658922925591469,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,audio,1,25,29,0.08471975475549698,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
10,audio,2,35,39,0.08158198744058609,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
10,audio,3,45,49,0.08125494420528412,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
10,vision,1,0,4,0.04699162393808365,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
10,vision,2,25,29,0.03684462979435921,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
10,vision,3,10,14,0.01886874809861183,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\10.mp4,attachment4_video,,,,,0.0,,
11,text,1,0,4,0.13693474233150482,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,2,35,39,0.07539813220500946,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,3,10,14,0.04492934048175812,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,audio,1,10,14,0.029760215431451797,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
11,audio,2,0,4,0.02566571719944477,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
11,audio,3,30,34,0.009842059575021267,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
11,vision,1,5,9,0.02506626583635807,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
11,vision,2,15,19,0.013847068883478642,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
11,vision,3,25,29,0.01291684154421091,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\11.mp4,attachment4_video,,,,,0.0,,
12,text,1,0,4,0.09843222051858902,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,text,2,30,34,0.07502182573080063,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,text,3,10,14,0.04681640863418579,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,audio,1,20,24,0.06814232468605042,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
12,audio,2,5,9,0.06374754756689072,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
12,audio,3,45,49,0.058902014046907425,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
12,vision,1,25,29,0.039677515625953674,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
12,vision,2,45,49,0.018787268549203873,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
12,vision,3,0,4,0.013111094012856483,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\12.mp4,attachment4_video,,,,,0.0,,
13,text,1,40,44,0.14793649315834045,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\13.mp4,attachment4_video,,,,,0.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,text,2,20,24,0.13305123150348663,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\13.mp4,attachment4_video,,,,,0.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,text,3,5,9,0.09185799211263657,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\13.mp4,attachment4_video,,,,,0.0,"For example, I could take a set of data and from that data, I can find a relationship between any two of the given factors or more.",raw_text; aligned relative window
13,audio,1,20,24,0.0730838030576706,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\13.mp4,attachment4_video,,,,,0.0,,
