sample_id,token_index,token,start_sec,end_sec,window_index,time_source
'-3g5yACwYnA_9,25,added,7.827380952380953,8.14047619047619,45,inferred_uniform_text_timing
'-3g5yACwYnA_9,26,products,8.14047619047619,8.45357142857143,47,inferred_uniform_text_timing
'-3g5yACwYnA_9,27,.,8.45357142857143,8.766666666666667,49,inferred_uniform_text_timing
'-3nNcZdcdvU_5,0,Noncompliance,0.0,0.4140350877192982,1,inferred_uniform_text_timing
'-3nNcZdcdvU_5,1,can,0.4140350877192982,0.8280701754385964,3,inferred_uniform_text_timing
'-3nNcZdcdvU_5,2,result,0.8280701754385964,1.2421052631578946,6,inferred_uniform_text_timing
'-3nNcZdcdvU_5,3,in,1.2421052631578946,1.6561403508771928,9,inferred_uniform_text_timing
'-3nNcZdcdvU_5,4,legal,1.6561403508771928,2.070175438596491,11,inferred_uniform_text_timing
'-3nNcZdcdvU_5,5,liability,2.070175438596491,2.484210526315789,14,inferred_uniform_text_timing
'-3nNcZdcdvU_5,6,to,2.484210526315789,2.8982456140350874,17,inferred_uniform_text_timing
'-3nNcZdcdvU_5,7,you,2.8982456140350874,3.3122807017543856,19,inferred_uniform_text_timing
'-3nNcZdcdvU_5,8,and,3.3122807017543856,3.7263157894736842,22,inferred_uniform_text_timing
'-3nNcZdcdvU_5,9,to,3.7263157894736842,4.140350877192982,25,inferred_uniform_text_timing
'-3nNcZdcdvU_5,10,the,4.140350877192982,4.554385964912281,27,inferred_uniform_text_timing
'-3nNcZdcdvU_5,11,school,4.554385964912281,4.968421052631578,30,inferred_uniform_text_timing
'-3nNcZdcdvU_5,12,district,4.968421052631578,5.382456140350877,32,inferred_uniform_text_timing
'-3nNcZdcdvU_5,13,in,5.382456140350877,5.796491228070175,35,inferred_uniform_text_timing
'-3nNcZdcdvU_5,14,which,5.796491228070175,6.2105263157894735,38,inferred_uniform_text_timing
'-3nNcZdcdvU_5,15,you,6.2105263157894735,6.624561403508771,40,inferred_uniform_text_timing
'-3nNcZdcdvU_5,16,are,6.624561403508771,7.03859649122807,43,inferred_uniform_text_timing
'-3nNcZdcdvU_5,17,employed,7.03859649122807,7.4526315789473685,46,inferred_uniform_text_timing
'-3nNcZdcdvU_5,18,.,7.4526315789473685,7.866666666666667,48,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,0,”,0.0,0.33055555555555555,2,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,1,[,0.33055555555555555,0.6611111111111111,6,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,2,President,0.6611111111111111,0.9916666666666667,10,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,3,Ronald,0.9916666666666667,1.3222222222222222,14,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,4,Reagan,1.3222222222222222,1.652777777777778,18,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,5,:,1.652777777777778,1.9833333333333334,22,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,6,],1.9833333333333334,2.3138888888888887,27,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,7,"""",2.3138888888888887,2.6444444444444444,31,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,8,Look,2.6444444444444444,2.975,35,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,9,at,2.975,3.305555555555556,39,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,10,the,3.305555555555556,3.636111111111111,43,inferred_uniform_text_timing
'-HwX2H8Z4hY_2,11,record,3.636111111111111,3.966666666666667,47,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,0,"""",0.0,0.5599999999999999,2,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,1,President,0.5599999999999999,1.1199999999999999,7,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,2,Ronald,1.1199999999999999,1.6799999999999997,12,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,3,Reagan,1.6799999999999997,2.2399999999999998,17,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,4,blamed,2.2399999999999998,2.8,22,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,5,the,2.8,3.3599999999999994,27,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,6,professional,3.3599999999999994,3.9199999999999995,32,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,7,bureaucracy,3.9199999999999995,4.4799999999999995,37,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,8,of,4.4799999999999995,5.04,42,inferred_uniform_text_timing
'-HwX2H8Z4hY_5,9,education,5.04,5.6,47,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,0,And,0.0,0.4125,3,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,1,in,0.4125,0.825,9,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,2,part,0.825,1.2374999999999998,15,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,3,",",1.2374999999999998,1.65,21,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,4,Al,1.65,2.0625,28,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,5,Shanker,2.0625,2.4749999999999996,34,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,6,did,2.4749999999999996,2.8874999999999997,40,inferred_uniform_text_timing
'-HwX2H8Z4hY_6,7,too,2.8874999999999997,3.3,46,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,0,It,0.0,0.3515151515151515,1,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,1,is,0.3515151515151515,0.703030303030303,3,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,2,a,0.703030303030303,1.0545454545454545,5,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,3,word,1.0545454545454545,1.406060606060606,7,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,4,which,1.406060606060606,1.7575757575757576,10,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,5,the,1.7575757575757576,2.109090909090909,12,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,6,administrator,2.109090909090909,2.4606060606060605,14,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,7,uses,2.4606060606060605,2.812121212121212,17,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,8,when,2.812121212121212,3.1636363636363636,19,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,9,he,3.1636363636363636,3.515151515151515,21,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,10,turns,3.515151515151515,3.8666666666666667,23,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,11,around,3.8666666666666667,4.218181818181818,26,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,12,anything,4.218181818181818,4.569696969696969,28,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,13,which,4.569696969696969,4.921212121212121,30,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,14,he,4.921212121212121,5.2727272727272725,32,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,15,doesn't,5.2727272727272725,5.624242424242424,35,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,16,like,5.624242424242424,5.975757575757576,37,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,17,that,5.975757575757576,6.327272727272727,39,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,18,the,6.327272727272727,6.678787878787879,42,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,19,teacher,6.678787878787879,7.03030303030303,44,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,20,is,7.03030303030303,7.381818181818182,46,inferred_uniform_text_timing
'-HwX2H8Z4hY_9,21,doing,7.381818181818182,7.733333333333333,48,inferred_uniform_text_timing
'-NFrJFQijFE_1,0,Structural,0.0,0.355,1,inferred_uniform_text_timing
'-NFrJFQijFE_1,1,mounts,0.355,0.71,4,inferred_uniform_text_timing
'-NFrJFQijFE_1,2,inside,0.71,1.065,7,inferred_uniform_text_timing
'-NFrJFQijFE_1,3,have,1.065,1.42,10,inferred_uniform_text_timing
'-NFrJFQijFE_1,4,to,1.42,1.775,14,inferred_uniform_text_timing
'-NFrJFQijFE_1,5,be,1.775,2.13,17,inferred_uniform_text_timing
'-NFrJFQijFE_1,6,properly,2.13,2.485,20,inferred_uniform_text_timing
'-NFrJFQijFE_1,7,stress,2.485,2.84,23,inferred_uniform_text_timing
'-NFrJFQijFE_1,8,analyzed,2.84,3.195,26,inferred_uniform_text_timing
'-NFrJFQijFE_1,9,so,3.195,3.55,29,inferred_uniform_text_timing
'-NFrJFQijFE_1,10,we,3.55,3.905,32,inferred_uniform_text_timing
'-NFrJFQijFE_1,11,make,3.905,4.26,35,inferred_uniform_text_timing
'-NFrJFQijFE_1,12,sure,4.26,4.615,39,inferred_uniform_text_timing
'-NFrJFQijFE_1,13,all,4.615,4.97,42,inferred_uniform_text_timing
'-NFrJFQijFE_1,14,that,4.97,5.324999999999999,45,inferred_uniform_text_timing
'-NFrJFQijFE_1,15,happens,5.324999999999999,5.68,48,inferred_uniform_text_timing
'-NFrJFQijFE_2,0,So,0.0,0.37555555555555553,1,inferred_uniform_text_timing
'-NFrJFQijFE_2,1,we,0.37555555555555553,0.7511111111111111,4,inferred_uniform_text_timing
'-NFrJFQijFE_2,2,coordinate,0.7511111111111111,1.1266666666666667,6,inferred_uniform_text_timing
'-NFrJFQijFE_2,3,with,1.1266666666666667,1.5022222222222221,9,inferred_uniform_text_timing
'-NFrJFQijFE_2,4,all,1.5022222222222221,1.8777777777777775,12,inferred_uniform_text_timing
'-NFrJFQijFE_2,5,the,1.8777777777777775,2.2533333333333334,15,inferred_uniform_text_timing
'-NFrJFQijFE_2,6,proper,2.2533333333333334,2.628888888888889,18,inferred_uniform_text_timing
'-NFrJFQijFE_2,7,technical,2.628888888888889,3.0044444444444443,20,inferred_uniform_text_timing
'-NFrJFQijFE_2,8,fields,3.0044444444444443,3.38,23,inferred_uniform_text_timing
'-NFrJFQijFE_2,9,to,3.38,3.755555555555555,26,inferred_uniform_text_timing
'-NFrJFQijFE_2,10,get,3.755555555555555,4.131111111111111,29,inferred_uniform_text_timing
'-NFrJFQijFE_2,11,ready,4.131111111111111,4.506666666666667,31,inferred_uniform_text_timing
'-NFrJFQijFE_2,12,for,4.506666666666667,4.882222222222222,34,inferred_uniform_text_timing
'-NFrJFQijFE_2,13,the,4.882222222222222,5.257777777777778,37,inferred_uniform_text_timing
'-NFrJFQijFE_2,14,instrument,5.257777777777778,5.633333333333333,40,inferred_uniform_text_timing
'-NFrJFQijFE_2,15,to,5.633333333333333,6.0088888888888885,43,inferred_uniform_text_timing
'-NFrJFQijFE_2,16,arrive,6.0088888888888885,6.384444444444444,45,inferred_uniform_text_timing
'-NFrJFQijFE_2,17,here,6.384444444444444,6.76,48,inferred_uniform_text_timing
'-THoVjtIkeU_12,0,What,0.0,0.3531746031746032,0,inferred_uniform_text_timing
'-THoVjtIkeU_12,1,ever,0.3531746031746032,0.7063492063492064,1,inferred_uniform_text_timing
'-THoVjtIkeU_12,2,we,0.7063492063492064,1.0595238095238095,2,inferred_uniform_text_timing
'-THoVjtIkeU_12,3,turn,1.0595238095238095,1.4126984126984128,4,inferred_uniform_text_timing
'-THoVjtIkeU_12,4,our,1.4126984126984128,1.765873015873016,5,inferred_uniform_text_timing
'-THoVjtIkeU_12,5,attention,1.765873015873016,2.119047619047619,6,inferred_uniform_text_timing
'-THoVjtIkeU_12,6,to,2.119047619047619,2.4722222222222223,7,inferred_uniform_text_timing
'-THoVjtIkeU_12,7,is,2.4722222222222223,2.8253968253968256,8,inferred_uniform_text_timing
'-THoVjtIkeU_12,8,what,2.8253968253968256,3.1785714285714284,10,inferred_uniform_text_timing
'-THoVjtIkeU_12,9,grows,3.1785714285714284,3.531746031746032,11,inferred_uniform_text_timing
'-THoVjtIkeU_12,10,and,3.531746031746032,3.8849206349206353,12,inferred_uniform_text_timing
'-THoVjtIkeU_12,11,so,3.8849206349206353,4.238095238095238,13,inferred_uniform_text_timing
'-THoVjtIkeU_12,12,if,4.238095238095238,4.591269841269842,14,inferred_uniform_text_timing
'-THoVjtIkeU_12,13,we,4.591269841269842,4.944444444444445,16,inferred_uniform_text_timing
'-THoVjtIkeU_12,14,believe,4.944444444444445,5.2976190476190474,17,inferred_uniform_text_timing
'-THoVjtIkeU_12,15,that,5.2976190476190474,5.650793650793651,18,inferred_uniform_text_timing
'-THoVjtIkeU_12,16,anything,5.650793650793651,6.003968253968255,19,inferred_uniform_text_timing
'-THoVjtIkeU_12,17,is,6.003968253968255,6.357142857142857,20,inferred_uniform_text_timing
'-THoVjtIkeU_12,18,possible,6.357142857142857,6.710317460317461,22,inferred_uniform_text_timing
'-THoVjtIkeU_12,19,",",6.710317460317461,7.063492063492064,23,inferred_uniform_text_timing
'-THoVjtIkeU_12,20,if,7.063492063492064,7.416666666666667,24,inferred_uniform_text_timing
'-THoVjtIkeU_12,21,we,7.416666666666667,7.769841269841271,25,inferred_uniform_text_timing
'-THoVjtIkeU_12,22,believe,7.769841269841271,8.123015873015873,26,inferred_uniform_text_timing
'-THoVjtIkeU_12,23,that,8.123015873015873,8.476190476190476,27,inferred_uniform_text_timing
'-THoVjtIkeU_12,24,social,8.476190476190476,8.82936507936508,29,inferred_uniform_text_timing
'-THoVjtIkeU_12,25,justice,8.82936507936508,9.182539682539684,30,inferred_uniform_text_timing
'-THoVjtIkeU_12,26,can,9.182539682539684,9.535714285714286,31,inferred_uniform_text_timing
'-THoVjtIkeU_12,27,be,9.535714285714286,9.88888888888889,32,inferred_uniform_text_timing
'-THoVjtIkeU_12,28,achieved,9.88888888888889,10.242063492063492,33,inferred_uniform_text_timing
'-THoVjtIkeU_12,29,and,10.242063492063492,10.595238095238095,35,inferred_uniform_text_timing
'-THoVjtIkeU_12,30,if,10.595238095238095,10.9484126984127,36,inferred_uniform_text_timing
'-THoVjtIkeU_12,31,we,10.9484126984127,11.301587301587302,37,inferred_uniform_text_timing
'-THoVjtIkeU_12,32,believe,11.301587301587302,11.654761904761905,38,inferred_uniform_text_timing
'-THoVjtIkeU_12,33,in,11.654761904761905,12.00793650793651,39,inferred_uniform_text_timing
'-THoVjtIkeU_12,34,youth,12.00793650793651,12.361111111111112,41,inferred_uniform_text_timing
'-THoVjtIkeU_12,35,",",12.361111111111112,12.714285714285714,42,inferred_uniform_text_timing
'-THoVjtIkeU_12,36,they,12.714285714285714,13.067460317460318,43,inferred_uniform_text_timing
'-THoVjtIkeU_12,37,will,13.067460317460318,13.420634920634923,44,inferred_uniform_text_timing
'-THoVjtIkeU_12,38,believe,13.420634920634923,13.773809523809524,45,inferred_uniform_text_timing
'-THoVjtIkeU_12,39,in,13.773809523809524,14.126984126984128,47,inferred_uniform_text_timing
'-THoVjtIkeU_12,40,themselves,14.126984126984128,14.480158730158731,48,inferred_uniform_text_timing
'-THoVjtIkeU_12,41,.,14.480158730158731,14.833333333333334,49,inferred_uniform_text_timing
'-THoVjtIkeU_2,0,I,0.0,0.3878787878787879,2,inferred_uniform_text_timing
'-THoVjtIkeU_2,1,think,0.3878787878787879,0.7757575757575758,6,inferred_uniform_text_timing
'-THoVjtIkeU_2,2,social,0.7757575757575758,1.1636363636363638,11,inferred_uniform_text_timing
'-THoVjtIkeU_2,3,justice,1.1636363636363638,1.5515151515151515,15,inferred_uniform_text_timing
'-THoVjtIkeU_2,4,is,1.5515151515151515,1.9393939393939392,20,inferred_uniform_text_timing
'-THoVjtIkeU_2,5,extremely,1.9393939393939392,2.3272727272727276,25,inferred_uniform_text_timing
'-THoVjtIkeU_2,6,important,2.3272727272727276,2.7151515151515153,29,inferred_uniform_text_timing
'-THoVjtIkeU_2,7,for,2.7151515151515153,3.103030303030303,34,inferred_uniform_text_timing
'-THoVjtIkeU_2,8,young,3.103030303030303,3.4909090909090907,38,inferred_uniform_text_timing
'-THoVjtIkeU_2,9,people,3.4909090909090907,3.8787878787878785,43,inferred_uniform_text_timing
'-THoVjtIkeU_2,10,.,3.8787878787878785,4.266666666666667,47,inferred_uniform_text_timing
'-THoVjtIkeU_6,0,You,0.0,0.25104166666666666,0,inferred_uniform_text_timing
'-THoVjtIkeU_6,1,know,0.25104166666666666,0.5020833333333333,2,inferred_uniform_text_timing
'-THoVjtIkeU_6,2,that,0.5020833333333333,0.753125,3,inferred_uniform_text_timing
'-THoVjtIkeU_6,3,I,0.753125,1.0041666666666667,5,inferred_uniform_text_timing
'-THoVjtIkeU_6,4,think,1.0041666666666667,1.2552083333333333,7,inferred_uniform_text_timing
'-THoVjtIkeU_6,5,listening,1.2552083333333333,1.50625,8,inferred_uniform_text_timing
'-THoVjtIkeU_6,6,to,1.50625,1.7572916666666667,10,inferred_uniform_text_timing
'-THoVjtIkeU_6,7,young,1.7572916666666667,2.0083333333333333,11,inferred_uniform_text_timing
'-THoVjtIkeU_6,8,people,2.0083333333333333,2.259375,13,inferred_uniform_text_timing
'-THoVjtIkeU_6,9,",",2.259375,2.5104166666666665,14,inferred_uniform_text_timing
'-THoVjtIkeU_6,10,taking,2.5104166666666665,2.761458333333333,16,inferred_uniform_text_timing
'-THoVjtIkeU_6,11,in,2.761458333333333,3.0125,17,inferred_uniform_text_timing
'-THoVjtIkeU_6,12,what,3.0125,3.263541666666667,19,inferred_uniform_text_timing
'-THoVjtIkeU_6,13,they,3.263541666666667,3.5145833333333334,21,inferred_uniform_text_timing
'-THoVjtIkeU_6,14,have,3.5145833333333334,3.765625,22,inferred_uniform_text_timing
'-THoVjtIkeU_6,15,to,3.765625,4.016666666666667,24,inferred_uniform_text_timing
'-THoVjtIkeU_6,16,say,4.016666666666667,4.267708333333333,25,inferred_uniform_text_timing
'-THoVjtIkeU_6,17,because,4.267708333333333,4.51875,27,inferred_uniform_text_timing
'-THoVjtIkeU_6,18,what,4.51875,4.769791666666666,28,inferred_uniform_text_timing
'-THoVjtIkeU_6,19,we,4.769791666666666,5.020833333333333,30,inferred_uniform_text_timing
'-THoVjtIkeU_6,20,have,5.020833333333333,5.271875,32,inferred_uniform_text_timing
'-THoVjtIkeU_6,21,seen,5.271875,5.522916666666666,33,inferred_uniform_text_timing
'-THoVjtIkeU_6,22,all,5.522916666666666,5.773958333333333,35,inferred_uniform_text_timing
'-THoVjtIkeU_6,23,around,5.773958333333333,6.025,36,inferred_uniform_text_timing
'-THoVjtIkeU_6,24,the,6.025,6.276041666666667,38,inferred_uniform_text_timing
'-THoVjtIkeU_6,25,world,6.276041666666667,6.527083333333334,39,inferred_uniform_text_timing
'-THoVjtIkeU_6,26,is,6.527083333333334,6.778125,41,inferred_uniform_text_timing
'-THoVjtIkeU_6,27,the,6.778125,7.029166666666667,42,inferred_uniform_text_timing
'-THoVjtIkeU_6,28,power,7.029166666666667,7.280208333333333,44,inferred_uniform_text_timing
'-THoVjtIkeU_6,29,of,7.280208333333333,7.53125,46,inferred_uniform_text_timing
'-THoVjtIkeU_6,30,youth,7.53125,7.782291666666667,47,inferred_uniform_text_timing
'-THoVjtIkeU_6,31,.,7.782291666666667,8.033333333333333,49,inferred_uniform_text_timing
'-UuX1xuaiiE_1,0,^,0.0,0.33225806451612905,0,inferred_uniform_text_timing
'-UuX1xuaiiE_1,1,And,0.33225806451612905,0.6645161290322581,2,inferred_uniform_text_timing
