sample_id,video_id,clip_id,window_index,start_sec,end_sec,text_valid,audio_valid,vision_valid,audio_sample_start,audio_sample_end,audio_sample_count,frame_start,frame_end,frame_count,text_time_source,audio_time_source,vision_time_source
'-3g5yACwYnA_13,'-3g5yACwYnA,13,15,1.63,1.7386666666666668,0,1,1,26080,27818,1738,48,53,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,16,1.7386666666666668,1.8473333333333335,0,1,1,27818,29557,1739,52,56,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,17,1.8473333333333335,1.9560000000000002,1,1,1,29557,31296,1739,55,59,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,18,1.9560000000000002,2.0646666666666667,0,1,1,31296,33034,1738,58,62,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,19,2.0646666666666667,2.1733333333333333,0,1,1,33034,34773,1739,61,66,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,20,2.1733333333333333,2.282,1,1,1,34773,36512,1739,65,69,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,21,2.282,2.3906666666666667,0,1,1,36512,38250,1738,68,72,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,22,2.3906666666666667,2.4993333333333334,0,1,1,38250,39989,1739,71,75,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,23,2.4993333333333334,2.608,1,1,1,39989,41728,1739,74,79,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,24,2.608,2.716666666666667,0,1,1,41728,43466,1738,78,82,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,25,2.716666666666667,2.8253333333333335,0,1,1,43466,45205,1739,81,85,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,26,2.8253333333333335,2.934,1,1,1,45205,46944,1739,84,89,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,27,2.934,3.0426666666666664,0,1,1,46944,48682,1738,88,92,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,28,3.0426666666666664,3.151333333333333,0,1,1,48682,50421,1739,91,95,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,29,3.151333333333333,3.26,1,1,1,50421,52160,1739,94,98,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,30,3.26,3.368666666666667,0,1,1,52160,53898,1738,97,102,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,31,3.368666666666667,3.4773333333333336,0,1,1,53898,55637,1739,101,105,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,32,3.4773333333333336,3.5860000000000003,1,1,1,55637,57376,1739,104,108,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,33,3.5860000000000003,3.694666666666667,0,1,1,57376,59114,1738,107,111,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,34,3.694666666666667,3.8033333333333337,0,1,1,59114,60853,1739,110,115,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,35,3.8033333333333337,3.9120000000000004,1,1,1,60853,62592,1739,114,118,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,36,3.9120000000000004,4.020666666666667,0,1,1,62592,64330,1738,117,121,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,37,4.020666666666667,4.129333333333333,0,1,1,64330,66069,1739,120,124,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,38,4.129333333333333,4.238,0,1,1,66069,67808,1739,123,128,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,39,4.238,4.346666666666667,1,1,1,67808,69546,1738,127,131,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,40,4.346666666666667,4.455333333333334,0,1,1,69546,71285,1739,130,134,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,41,4.455333333333334,4.564,0,1,1,71285,73024,1739,133,137,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,42,4.564,4.672666666666667,1,1,1,73024,74762,1738,136,141,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,43,4.672666666666667,4.781333333333333,0,1,1,74762,76501,1739,140,144,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,44,4.781333333333333,4.89,0,1,1,76501,78240,1739,143,147,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,45,4.89,4.998666666666667,1,1,1,78240,79978,1738,146,150,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,46,4.998666666666667,5.107333333333333,0,1,1,79978,81717,1739,149,154,4,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,47,5.107333333333333,5.216,0,1,1,81717,83456,1739,153,157,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,48,5.216,5.324666666666667,1,1,1,83456,85194,1738,156,160,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_13,'-3g5yACwYnA,13,49,5.324666666666667,5.433333333333334,0,1,1,85194,86933,1192,159,163,3,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,0,0.0,0.28733333333333333,1,1,1,0,4597,4597,0,9,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,1,0.28733333333333333,0.5746666666666667,0,1,1,4597,9194,4597,8,18,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,2,0.5746666666666667,0.862,1,1,1,9194,13792,4598,17,26,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,3,0.862,1.1493333333333333,1,1,1,13792,18389,4597,25,35,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,4,1.1493333333333333,1.4366666666666668,0,1,1,18389,22986,4597,34,44,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,5,1.4366666666666668,1.724,1,1,1,22986,27584,4598,43,52,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,6,1.724,2.0113333333333334,0,1,1,27584,32181,4597,51,61,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,7,2.0113333333333334,2.2986666666666666,1,1,1,32181,36778,4597,60,69,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,8,2.2986666666666666,2.5860000000000003,1,1,1,36778,41376,4598,68,78,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,9,2.5860000000000003,2.8733333333333335,0,1,1,41376,45973,4597,77,87,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,10,2.8733333333333335,3.1606666666666667,1,1,1,45973,50570,4597,86,95,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,11,3.1606666666666667,3.448,1,1,1,50570,55168,4598,94,104,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,12,3.448,3.7353333333333336,0,1,1,55168,59765,4597,103,113,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,13,3.7353333333333336,4.022666666666667,1,1,1,59765,64362,4597,112,121,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,14,4.022666666666667,4.31,1,1,1,64362,68960,4598,120,130,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,15,4.31,4.597333333333333,0,1,1,68960,73557,4597,129,138,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,16,4.597333333333333,4.884666666666667,1,1,1,73557,78154,4597,137,147,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,17,4.884666666666667,5.172000000000001,1,1,1,78154,82752,4598,146,156,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,18,5.172000000000001,5.459333333333334,0,1,1,82752,87349,4597,155,164,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,19,5.459333333333334,5.746666666666667,1,1,1,87349,91946,4597,163,173,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,20,5.746666666666667,6.034,0,1,1,91946,96544,4598,172,182,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,21,6.034,6.3213333333333335,1,1,1,96544,101141,4597,181,190,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,22,6.3213333333333335,6.608666666666667,1,1,1,101141,105738,4597,189,199,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,23,6.608666666666667,6.896,0,1,1,105738,110336,4598,198,207,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,24,6.896,7.183333333333334,1,1,1,110336,114933,4597,206,216,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,25,7.183333333333334,7.470666666666667,1,1,1,114933,119530,4597,215,225,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,26,7.470666666666667,7.758000000000001,0,1,1,119530,124128,4598,224,233,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,27,7.758000000000001,8.045333333333334,1,1,1,124128,128725,4597,232,242,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,28,8.045333333333334,8.332666666666666,1,1,1,128725,133322,4597,241,250,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,29,8.332666666666666,8.62,0,1,1,133322,137920,4598,249,259,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,30,8.62,8.907333333333334,1,1,1,137920,142517,4597,258,268,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,31,8.907333333333334,9.194666666666667,0,1,1,142517,147114,4597,267,276,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,32,9.194666666666667,9.482000000000001,1,1,1,147114,151712,4598,275,285,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,33,9.482000000000001,9.769333333333334,1,1,1,151712,156309,4597,284,294,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,34,9.769333333333334,10.056666666666667,0,1,1,156309,160906,4597,293,302,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,35,10.056666666666667,10.344000000000001,1,1,1,160906,165504,4598,301,311,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,36,10.344000000000001,10.631333333333334,1,1,1,165504,170101,4597,310,319,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,37,10.631333333333334,10.918666666666669,0,1,1,170101,174698,4597,318,328,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,38,10.918666666666669,11.206000000000001,1,1,1,174698,179296,4598,327,337,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,39,11.206000000000001,11.493333333333334,1,1,1,179296,183893,4597,336,345,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,40,11.493333333333334,11.780666666666667,0,1,1,183893,188490,4597,344,354,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,41,11.780666666666667,12.068,1,1,1,188490,193088,4598,353,363,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,42,12.068,12.355333333333332,1,1,1,193088,197685,4597,362,371,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,43,12.355333333333332,12.642666666666667,0,1,1,197685,202282,4597,370,380,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,44,12.642666666666667,12.93,1,1,1,202282,206880,4598,379,388,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,45,12.93,13.217333333333334,0,1,1,206880,211477,4597,387,397,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,46,13.217333333333334,13.504666666666667,1,1,1,211477,216074,4597,396,406,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,47,13.504666666666667,13.792,1,1,1,216074,220672,4598,405,414,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,48,13.792,14.079333333333334,0,1,1,220672,225269,4597,413,423,9,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_3,'-3g5yACwYnA,3,49,14.079333333333334,14.366666666666667,1,1,1,225269,229866,3977,422,431,8,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,0,0.0,0.18533333333333335,0,1,1,0,2965,2965,0,6,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,1,0.18533333333333335,0.3706666666666667,1,1,1,2965,5930,2965,5,12,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,2,0.3706666666666667,0.556,0,1,1,5930,8896,2966,11,17,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,3,0.556,0.7413333333333334,0,1,1,8896,11861,2965,16,23,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,4,0.7413333333333334,0.9266666666666667,0,1,1,11861,14826,2965,22,28,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,5,0.9266666666666667,1.112,1,1,1,14826,17792,2966,27,34,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,6,1.112,1.2973333333333334,0,1,1,17792,20757,2965,33,39,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,7,1.2973333333333334,1.4826666666666668,0,1,1,20757,23722,2965,38,45,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,8,1.4826666666666668,1.6680000000000001,1,1,1,23722,26688,2966,44,51,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,9,1.6680000000000001,1.8533333333333335,0,1,1,26688,29653,2965,50,56,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,10,1.8533333333333335,2.038666666666667,0,1,1,29653,32618,2965,55,62,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,11,2.038666666666667,2.224,1,1,1,32618,35584,2966,61,67,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,12,2.224,2.4093333333333335,0,1,1,35584,38549,2965,66,73,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,13,2.4093333333333335,2.594666666666667,0,1,1,38549,41514,2965,72,78,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,14,2.594666666666667,2.78,0,1,1,41514,44480,2966,77,84,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,15,2.78,2.9653333333333336,1,1,1,44480,47445,2965,83,89,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,16,2.9653333333333336,3.1506666666666674,0,1,1,47445,50410,2965,88,95,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,17,3.1506666666666674,3.3360000000000003,0,1,1,50410,53376,2966,94,101,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,18,3.3360000000000003,3.5213333333333336,1,1,1,53376,56341,2965,100,106,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,19,3.5213333333333336,3.706666666666667,0,1,1,56341,59306,2965,105,112,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,20,3.706666666666667,3.8920000000000003,0,1,1,59306,62272,2966,111,117,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,21,3.8920000000000003,4.077333333333334,1,1,1,62272,65237,2965,116,123,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,22,4.077333333333334,4.262666666666667,0,1,1,65237,68202,2965,122,128,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,23,4.262666666666667,4.448,0,1,1,68202,71168,2966,127,134,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,24,4.448,4.633333333333334,0,1,1,71168,74133,2965,133,139,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,25,4.633333333333334,4.818666666666667,1,1,1,74133,77098,2965,139,145,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,26,4.818666666666667,5.0040000000000004,0,1,1,77098,80064,2966,144,151,6,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
'-3g5yACwYnA_2,'-3g5yACwYnA,2,27,5.0040000000000004,5.189333333333334,0,1,1,80064,83029,2965,150,156,5,inferred_uniform_text_timing,ffmpeg_audio_sample_rate,video_frame_index_and_fps
