sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source
02,text,2,20,24,0.043451227247714996,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.44,1.8,43,53,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window
02,text,3,0,4,0.038792893290519714,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.0,0.36,0,9,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window
02,audio,1,10,14,0.02937782183289528,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.72,1.08,21,31,30.0,,
02,audio,2,25,29,0.019987864419817924,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.8,2.16,54,63,30.0,,
02,audio,3,35,39,0.019107969477772713,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.52,2.88,75,85,30.0,,
02,vision,1,15,19,0.01104976236820221,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.08,1.44,32,42,30.0,,
02,vision,2,25,29,0.008983589708805084,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.8,2.16,54,63,30.0,,
02,vision,3,35,39,0.00895646307617426,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.52,2.88,75,85,30.0,,
03,text,1,45,49,0.18061135709285736,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,14.4,16.0,432,479,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,2,0,4,0.13405051827430725,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.6,0,47,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,text,3,10,14,0.10075722634792328,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,3.2,4.8,96,143,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window
03,audio,1,0,4,0.13848616182804108,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.6,0,47,30.0,,
03,audio,2,35,39,0.04996759444475174,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,11.2,12.8,336,383,30.0,,
03,audio,3,45,49,0.04942801222205162,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,14.4,16.0,432,479,30.0,,
03,vision,1,20,24,0.07828541100025177,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,6.4,8.0,192,239,30.0,,
03,vision,2,10,14,0.07745987176895142,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,3.2,4.8,96,143,30.0,,
03,vision,3,35,39,0.06794033944606781,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,11.2,12.8,336,383,30.0,,
04,text,1,15,19,0.08878009021282196,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,2.77,3.6933333333333334,83,109,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,2,40,44,0.03995155170559883,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,7.386666666666667,8.309999999999999,221,248,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,text,3,5,9,0.025141814723610878,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window
04,audio,1,5,9,0.14981205761432648,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,,
04,audio,2,35,39,0.0692666620016098,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,6.463333333333333,7.386666666666667,193,220,30.0,,
04,audio,3,45,49,0.06837020814418793,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,8.309999999999999,9.233333333333333,249,276,30.0,,
04,vision,1,20,24,0.07803412526845932,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,3.6933333333333334,4.616666666666666,110,137,30.0,,
04,vision,2,10,14,0.03156711161136627,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,1.8466666666666667,2.77,55,82,30.0,,
04,vision,3,0,4,0.020981794223189354,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9233333333333333,0,26,30.0,,
05,text,1,10,14,0.15499722957611084,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,2,45,49,0.07545672357082367,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,5.49,6.1,164,182,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,text,3,20,24,0.0646384134888649,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,2.44,3.05,73,90,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window
05,audio,1,10,14,0.023496413603425026,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,,
05,audio,2,0,4,0.022433780133724213,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,
05,audio,3,25,29,0.01342740748077631,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.05,3.66,91,108,30.0,,
05,vision,1,10,14,0.02951599285006523,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,,
05,vision,2,0,4,0.014270269311964512,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,
05,vision,3,20,24,0.01295520644634962,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,2.44,3.05,73,90,30.0,,
06,text,1,5,9,0.07712908834218979,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.9733333333333333,1.9466666666666665,29,57,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,2,30,34,0.034422170370817184,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,5.84,6.813333333333333,175,203,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,text,3,20,24,0.024390647187829018,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,3.893333333333333,4.866666666666666,116,145,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window
06,audio,1,10,14,0.06529020518064499,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,1.9466666666666665,2.92,58,86,30.0,,
06,audio,2,45,49,0.06260837614536285,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,8.759999999999998,9.733333333333333,262,291,30.0,,
06,audio,3,35,39,0.06102268397808075,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,6.813333333333333,7.786666666666666,204,232,30.0,,
06,vision,1,40,44,0.0754612609744072,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,7.786666666666666,8.759999999999998,233,261,30.0,,
06,vision,2,15,19,0.045970331877470016,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,2.92,3.893333333333333,87,115,30.0,,
06,vision,3,5,9,0.028200866654515266,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.9733333333333333,1.9466666666666665,29,57,30.0,,
07,text,1,0,4,0.08319088816642761,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,2,15,19,0.05370998755097389,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,7.23,9.64,216,288,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,text,3,45,49,0.04995693638920784,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window
07,audio,1,45,49,0.058787938207387924,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,,
07,audio,2,15,19,0.05373522266745567,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,7.23,9.64,216,288,30.0,,
07,audio,3,0,4,0.045219775289297104,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,,
07,vision,1,5,9,0.0237764660269022,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,2.41,4.82,72,143,30.0,,
07,vision,2,25,29,0.022798001766204834,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,12.05,14.46,361,432,30.0,,
07,vision,3,45,49,0.017276164144277573,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,,
08,text,1,0,4,0.1315998136997223,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.0,0.7966666666666667,0,22,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,2,45,49,0.05102883651852608,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,7.17,7.966666666666666,215,237,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,text,3,35,39,0.04429524391889572,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,5.576666666666666,6.373333333333334,167,190,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window
08,audio,1,0,4,0.03054160252213478,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.0,0.7966666666666667,0,22,30.0,,
08,audio,2,40,44,0.008230368606746197,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,6.373333333333334,7.17,191,214,30.0,,
08,audio,3,15,19,0.008171143010258675,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.39,3.186666666666667,71,94,30.0,,
08,vision,1,10,14,0.0037322111893445253,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,1.5933333333333335,2.39,47,70,30.0,,
08,vision,2,0,4,0.003381006885319948,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.0,0.7966666666666667,0,22,30.0,,
08,vision,3,25,29,0.0021421618293970823,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.983333333333333,4.78,119,142,30.0,,
09,text,1,35,39,0.12640129029750824,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,7.91,9.04,237,270,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,2,20,24,0.1132194846868515,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,4.52,5.65,135,168,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,text,3,5,9,0.07263056933879852,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,1.13,2.26,33,66,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window
09,audio,1,15,19,0.1973014622926712,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,3.39,4.52,101,134,30.0,,
09,audio,2,0,4,0.10112983733415604,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,1.13,0,32,30.0,,
09,audio,3,25,29,0.08273441344499588,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,5.65,6.78,169,202,30.0,,
09,vision,1,10,14,0.10117224603891373,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.26,3.39,67,100,30.0,,
09,vision,2,35,39,0.052265580743551254,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,7.91,9.04,237,270,30.0,,
09,vision,3,20,24,0.05190020799636841,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,4.52,5.65,135,168,30.0,,
10,text,1,0,4,0.07193023711442947,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,0.0,1.0833333333333335,0,31,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,2,45,49,0.03928612545132637,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,9.75,10.833333333333336,292,324,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,text,3,15,19,0.034680627286434174,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,3.25,4.333333333333334,97,129,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window
10,audio,1,35,39,0.10078027844429016,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,7.583333333333334,8.666666666666668,227,259,30.0,,
10,audio,2,45,49,0.10041792690753937,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,9.75,10.833333333333336,292,324,30.0,,
10,audio,3,25,29,0.09970872849225998,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,,
10,vision,1,0,4,0.04752995818853378,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,0.0,1.0833333333333335,0,31,30.0,,
10,vision,2,25,29,0.03902280703186989,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,,
10,vision,3,10,14,0.020385436713695526,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,2.166666666666667,3.25,65,96,30.0,,
11,text,1,30,34,0.07805261015892029,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,6.84,7.98,205,238,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,2,0,4,0.07728655636310577,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,0.0,1.14,0,33,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,text,3,15,19,0.03193497285246849,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,3.42,4.56,102,135,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window
11,audio,1,5,9,0.008073154836893082,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,1.14,2.28,34,67,30.0,,
11,audio,2,25,29,0.0057410611771047115,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,5.7,6.84,171,204,30.0,,
11,audio,3,35,39,0.0045041171833872795,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,7.98,9.12,239,272,30.0,,
11,vision,1,0,4,0.010762419551610947,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,0.0,1.14,0,33,30.0,,
11,vision,2,15,19,0.005827328190207481,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,3.42,4.56,102,135,30.0,,
11,vision,3,25,29,0.005131470505148172,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,5.7,6.84,171,204,30.0,,
12,text,1,0,4,0.11476972699165344,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,0.0,2.03,0,59,30.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
12,text,2,30,34,0.08960861712694168,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\12.mp4,attachment4_video,12.18,14.21,365,425,30.0,"Or worse, an individual previously had good credit, but usually by no fault of their own, or perhaps by fault of their own, they have let their credit sag, and credit scores is very low.",raw_text; aligned relative window
