sample_id,modality,rank,start_index,end_index,impact_score,source_video,source_type,start_sec,end_sec,frame_start,frame_end,fps,text_evidence,text_time_source,source_exists,mapping_status
02,text,2,10,14,0.031093759462237358,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.72,1.08,21,31,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window,True,mapped_to_video
02,text,3,25,29,0.020082835108041763,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.8,2.16,54,63,30.0,We want to live by each other’s happiness - not by each other’s misery.,raw_text; aligned relative window,True,mapped_to_video
02,audio,1,15,19,0.010203419253230095,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.08,1.44,32,42,30.0,,,True,mapped_to_video
02,audio,2,0,4,0.006872530095279217,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.0,0.36,0,9,30.0,,,True,mapped_to_video
02,audio,3,25,29,0.0021359696984291077,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.8,2.16,54,63,30.0,,,True,mapped_to_video
02,vision,1,5,9,0.026017077267169952,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,0.36,0.72,10,20,30.0,,,True,mapped_to_video
02,vision,2,15,19,0.02567688375711441,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,1.08,1.44,32,42,30.0,,,True,mapped_to_video
02,vision,3,40,44,0.016574673354625702,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\02.mp4,attachment4_video,2.88,3.24,86,96,30.0,,,True,mapped_to_video
03,text,1,5,9,0.04886646941304207,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,1.6,3.2,48,95,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,mapped_to_video
03,text,2,15,19,0.044909361749887466,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,4.8,6.4,144,191,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,mapped_to_video
03,text,3,35,39,0.040968023240566254,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,11.2,12.8,336,383,30.0,"There's one lender at the moment which I think is just Bankwest who don't take rental income into account, they take rental yield into account.",raw_text; aligned relative window,True,mapped_to_video
03,audio,1,0,4,0.029213855043053627,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,0.0,1.6,0,47,30.0,,,True,mapped_to_video
03,audio,2,20,24,0.016396665945649147,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,6.4,8.0,192,239,30.0,,,True,mapped_to_video
03,audio,3,35,39,0.006651272997260094,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,11.2,12.8,336,383,30.0,,,True,mapped_to_video
03,vision,1,5,9,0.036134734749794006,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,1.6,3.2,48,95,30.0,,,True,mapped_to_video
03,vision,2,40,44,0.035227060317993164,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,12.8,14.4,384,431,30.0,,,True,mapped_to_video
03,vision,3,15,19,0.01688218303024769,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\03.mp4,attachment4_video,4.8,6.4,144,191,30.0,,,True,mapped_to_video
04,text,1,5,9,0.04866577312350273,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,mapped_to_video
04,text,2,45,49,0.04382018372416496,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,8.309999999999999,9.233333333333333,249,276,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,mapped_to_video
04,text,3,25,29,0.042412616312503815,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,4.616666666666666,5.54,138,165,30.0,"If I blow it at the team exercise, should I kiss my chances of cheering ""GO BLUE"" goodbye?] Absolutely not.",raw_text; aligned relative window,True,mapped_to_video
04,audio,1,5,9,0.022909268736839294,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.9233333333333333,1.8466666666666667,27,54,30.0,,,True,mapped_to_video
04,audio,2,20,24,0.016924140974879265,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,3.6933333333333334,4.616666666666666,110,137,30.0,,,True,mapped_to_video
04,audio,3,40,44,0.0007464117370545864,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,7.386666666666667,8.309999999999999,221,248,30.0,,,True,mapped_to_video
04,vision,1,0,4,0.03748874366283417,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,0.0,0.9233333333333333,0,26,30.0,,,True,mapped_to_video
04,vision,2,10,14,0.009209642186760902,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,1.8466666666666667,2.77,55,82,30.0,,,True,mapped_to_video
04,vision,3,45,49,0.008047422394156456,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\04.mp4,attachment4_video,8.309999999999999,9.233333333333333,249,276,30.0,,,True,mapped_to_video
05,text,1,5,9,0.015067994594573975,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.61,1.22,18,35,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,mapped_to_video
05,text,2,35,39,0.013665399514138699,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,4.27,4.88,128,145,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,mapped_to_video
05,text,3,25,29,0.011430694721639156,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.05,3.66,91,108,30.0,"Hi, my name is Chloe, video marketer for Red Wagon Marketing.",raw_text; aligned relative window,True,mapped_to_video
05,audio,1,10,14,0.003477379446849227,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,,,True,mapped_to_video
05,audio,2,0,4,0.002781219780445099,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,,True,mapped_to_video
05,audio,3,25,29,0.0007168044103309512,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,3.05,3.66,91,108,30.0,,,True,mapped_to_video
05,vision,1,0,4,0.03157303109765053,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,0.0,0.61,0,17,30.0,,,True,mapped_to_video
05,vision,2,10,14,0.011966429650783539,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,1.22,1.83,36,53,30.0,,,True,mapped_to_video
05,vision,3,20,24,0.004853362217545509,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\05.mp4,attachment4_video,2.44,3.05,73,90,30.0,,,True,mapped_to_video
06,text,1,25,29,0.05153999105095863,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.866666666666666,5.84,146,174,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,mapped_to_video
06,text,2,0,4,0.03940481320023537,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,0.0,0.9733333333333333,0,28,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,mapped_to_video
06,text,3,15,19,0.03139927238225937,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,2.92,3.893333333333333,87,115,30.0,"If you're a fan of dancing in that sense, just like to watch people dance, see impressive dance moves then you might want to check out this movie solely for that",raw_text; aligned relative window,True,mapped_to_video
06,audio,1,40,44,0.008181513287127018,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,7.786666666666666,8.759999999999998,233,261,30.0,,,True,mapped_to_video
06,audio,2,10,14,0.006761064752936363,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,1.9466666666666665,2.92,58,86,30.0,,,True,mapped_to_video
06,audio,3,30,34,0.004689195193350315,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,5.84,6.813333333333333,175,203,30.0,,,True,mapped_to_video
06,vision,1,40,44,0.02217249386012554,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,7.786666666666666,8.759999999999998,233,261,30.0,,,True,mapped_to_video
06,vision,2,25,29,0.008411964401602745,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,4.866666666666666,5.84,146,174,30.0,,,True,mapped_to_video
06,vision,3,15,19,0.008385377936065197,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\06.mp4,attachment4_video,2.92,3.893333333333333,87,115,30.0,,,True,mapped_to_video
07,text,1,20,24,0.03548121452331543,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,9.64,12.05,289,360,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,mapped_to_video
07,text,2,45,49,0.028251556679606438,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,mapped_to_video
07,text,3,0,4,0.020296134054660797,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,"As Linn’s associate editor Michael Baadke reports in our November 28 issue, attendees “enthusiastically discussed the topics of growing the hobby, the future of stamp shows, and dealers and philatelic partnerships, along with ways the leading organizations involved in the stamp hobby can work together to make it succeed and grow",raw_text; aligned relative window,True,mapped_to_video
07,audio,1,10,14,0.020112525671720505,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,4.82,7.23,144,215,30.0,,,True,mapped_to_video
07,audio,2,25,29,0.013120679184794426,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,12.05,14.46,361,432,30.0,,,True,mapped_to_video
07,audio,3,35,39,0.009282249957323074,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,16.87,19.28,506,577,30.0,,,True,mapped_to_video
07,vision,1,45,49,0.022690357640385628,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,21.69,24.1,650,722,30.0,,,True,mapped_to_video
07,vision,2,10,14,0.012408794835209846,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,4.82,7.23,144,215,30.0,,,True,mapped_to_video
07,vision,3,0,4,0.012166976928710938,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\07.mp4,attachment4_video,0.0,2.41,0,71,30.0,,,True,mapped_to_video
08,text,1,30,34,0.02238447219133377,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,4.78,5.576666666666666,143,166,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,mapped_to_video
08,text,2,20,24,0.019219163805246353,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.186666666666667,3.983333333333333,95,118,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,mapped_to_video
08,text,3,5,9,0.018861420452594757,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.7966666666666667,1.5933333333333335,23,46,30.0,"That brings us to tonight, the Universal Design Grand Challenge",raw_text; aligned relative window,True,mapped_to_video
08,audio,1,5,9,0.005329163745045662,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.7966666666666667,1.5933333333333335,23,46,30.0,,,True,mapped_to_video
08,audio,2,25,29,0.0008675573044456542,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.983333333333333,4.78,119,142,30.0,,,True,mapped_to_video
08,audio,3,40,44,0.0006773592904210091,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,6.373333333333334,7.17,191,214,30.0,,,True,mapped_to_video
08,vision,1,5,9,0.00939929485321045,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,0.7966666666666667,1.5933333333333335,23,46,30.0,,,True,mapped_to_video
08,vision,2,15,19,0.0034126166719943285,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,2.39,3.186666666666667,71,94,30.0,,,True,mapped_to_video
08,vision,3,25,29,0.003253532573580742,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\08.mp4,attachment4_video,3.983333333333333,4.78,119,142,30.0,,,True,mapped_to_video
09,text,1,40,44,0.03893277794122696,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,9.04,10.170000000000002,271,304,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,mapped_to_video
09,text,2,0,4,0.030111944302916527,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,1.13,0,32,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,mapped_to_video
09,text,3,20,24,0.024911539629101753,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,4.52,5.65,135,168,30.0,"(uhh) I did not like this movie at all, I would not recommend it",raw_text; aligned relative window,True,mapped_to_video
09,audio,1,0,4,0.016516827046871185,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,0.0,1.13,0,32,30.0,,,True,mapped_to_video
09,audio,2,15,19,0.011881870217621326,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,3.39,4.52,101,134,30.0,,,True,mapped_to_video
09,audio,3,45,49,0.007097966969013214,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,10.170000000000002,11.3,305,338,30.0,,,True,mapped_to_video
09,vision,1,10,14,0.027477843686938286,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,2.26,3.39,67,100,30.0,,,True,mapped_to_video
09,vision,2,25,29,0.007561864331364632,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,5.65,6.78,169,202,30.0,,,True,mapped_to_video
09,vision,3,45,49,0.007330280262976885,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\09.mp4,attachment4_video,10.170000000000002,11.3,305,338,30.0,,,True,mapped_to_video
10,text,1,35,39,0.12738077342510223,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,7.583333333333334,8.666666666666668,227,259,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,mapped_to_video
10,text,2,25,29,0.08632301539182663,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,mapped_to_video
10,text,3,5,9,0.08092452585697174,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,1.0833333333333335,2.166666666666667,32,64,30.0,(umm) And you know I really do like to see fluffy chick flicks sometimes so I'm not against that but this one was pretty terrible,raw_text; aligned relative window,True,mapped_to_video
10,audio,1,25,29,0.02623002603650093,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,5.416666666666668,6.5,162,194,30.0,,,True,mapped_to_video
10,audio,2,40,44,0.019041500985622406,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,8.666666666666668,9.75,260,291,30.0,,,True,mapped_to_video
10,audio,3,10,14,0.011848337948322296,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,2.166666666666667,3.25,65,96,30.0,,,True,mapped_to_video
10,vision,1,0,4,0.03334265202283859,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,0.0,1.0833333333333335,0,31,30.0,,,True,mapped_to_video
10,vision,2,45,49,0.023114610463380814,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,9.75,10.833333333333336,292,324,30.0,,,True,mapped_to_video
10,vision,3,35,39,0.02274666540324688,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\10.mp4,attachment4_video,7.583333333333334,8.666666666666668,227,259,30.0,,,True,mapped_to_video
11,text,1,35,39,0.07781214267015457,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,7.98,9.12,239,272,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window,True,mapped_to_video
11,text,2,20,24,0.04508589580655098,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,4.56,5.7,136,170,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window,True,mapped_to_video
11,text,3,10,14,0.04216304421424866,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,2.28,3.42,68,101,30.0,I would be ashamed to have made this film if I was a director,raw_text; aligned relative window,True,mapped_to_video
11,audio,1,5,9,0.0952509194612503,D:\MCMM\23rd-MCMM\E-q\dataset\attachment_4_explainability_videos_and_features\attachment_4_explainability_videos_and_features\aligned\videos\11.mp4,attachment4_video,1.14,2.28,34,67,30.0,,,True,mapped_to_video
